feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id,label_model,prob
V3,49.168665,V3,V3,6849.188752,V0,V1,4.0,V3,V0,1.0,V1,35.440054,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.8058212995529175
V3,9.324169,V4,V0,871.46122,V4,V1,1.0,V2,V0,4.0,V2,54.222936,none,V1,2.0,V1,1.0,yes,yes,0,29,0,0.9701968431472778
V1,42.153869,V2,V1,7257.58104,V0,V3,1.0,V2,V1,1.0,V2,25.096733,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.6406376361846924
V0,14.945383,V4,V0,638.080656,V1,V4,1.0,V2,V0,3.0,V2,28.062204,none,V1,3.0,V3,2.0,yes,yes,0,29,1,0.8198821544647217
V0,23.383236,V2,V2,1525.681738,V0,V3,4.0,V1,V0,1.0,V1,25.131021,none,V0,1.0,V1,1.0,none,yes,0,29,1,0.5704202651977539
V0,63.41688,V2,V0,3574.996445,V0,V3,4.0,V1,V0,2.0,V2,25.585994,none,V0,2.0,V2,1.0,none,yes,0,29,1,0.8016365170478821
V0,8.985146,V2,V9,1803.106327,V0,V1,4.0,V1,V0,1.0,V1,20.662089,none,V0,1.0,V2,1.0,yes,yes,0,29,1,0.5467514991760254
V3,11.854663,V2,V3,1360.460733,V2,V2,4.0,V1,V0,4.0,V2,28.711097,bank,V1,1.0,V2,1.0,yes,yes,0,29,0,0.937473475933075
V3,33.400672,V3,V2,2493.112793,V0,V1,4.0,V0,V1,1.0,V0,34.990419,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.7676752805709839
V3,12.678605,V4,V3,3748.65039,V4,V1,2.0,V1,V2,3.0,V1,32.687927,none,V1,3.0,V2,1.0,none,yes,0,29,0,0.9959195852279663
V1,11.689565,V2,V2,2906.732696,V1,V3,1.0,V2,V0,4.0,V1,23.02321,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.5385594367980957
V3,24.284195,V2,V3,4566.617763,V0,V4,3.0,V2,V0,4.0,V0,34.013941,bank,V1,1.0,V2,1.0,none,no,0,29,0,0.997250497341156
V3,12.443475,V4,V9,728.117225,V4,V4,4.0,V2,V0,3.0,V1,40.768903,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.8898966908454895
V3,44.751948,V3,V9,9445.725474,V1,V4,4.0,V2,V1,4.0,V0,33.820069,stores,V1,2.0,V2,1.0,yes,yes,0,29,0,0.7221230864524841
V0,20.696511,V2,V0,1651.652431,V0,V1,3.0,V2,V0,4.0,V2,32.279696,none,V1,1.0,V1,2.0,none,yes,0,29,1,0.9105811715126038
V1,9.395991,V2,V3,1428.922216,V4,V1,4.0,V1,V0,4.0,V2,45.12829,none,V0,1.0,V3,1.0,yes,yes,0,29,0,0.7148706912994385
V3,11.959028,V4,V3,987.393438,V0,V2,4.0,V2,V0,4.0,V0,46.089617,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.9561606049537659
V3,24.315758,V4,V2,10281.536605,V2,V1,2.0,V2,V0,4.0,V3,40.842461,none,V2,2.0,V1,1.0,none,yes,0,29,0,0.922330915927887
V3,17.703067,V0,V9,960.273965,V0,V2,3.0,V0,V0,2.0,V1,24.543292,bank,V1,2.0,V2,1.0,none,yes,0,29,1,0.5632195472717285
V3,10.62929,V4,V1,1945.550431,V0,V2,1.0,V2,V0,4.0,V0,28.683122,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.996577799320221
V3,17.633601,V2,V2,4876.120983,V0,V1,2.0,V2,V0,2.0,V1,32.77985,none,V1,1.0,V2,2.0,yes,yes,0,29,0,0.8897340297698975
V3,7.105465,V2,V9,2485.762028,V1,V3,4.0,V1,V0,2.0,V3,32.11429,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9137411713600159
V3,25.621961,V4,V2,1571.649138,V2,V2,4.0,V3,V0,2.0,V1,22.467729,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.9801815152168274
V1,16.3506,V2,V3,6509.909881,V1,V2,2.0,V1,V0,2.0,V1,40.917935,stores,V1,1.0,V2,1.0,yes,yes,0,29,0,0.8253893852233887
V1,12.340964,V4,V2,1089.607443,V0,V2,4.0,V3,V0,2.0,V0,24.124441,none,V0,2.0,V2,1.0,none,yes,0,29,0,0.6221472024917603
V3,34.406659,V4,V2,11045.411649,V0,V2,3.0,V2,V0,2.0,V2,29.981827,none,V1,2.0,V1,1.0,none,yes,0,29,0,0.968671977519989
V3,22.996625,V2,V3,3838.285753,V0,V3,2.0,V2,V0,3.0,V1,36.390234,none,V0,1.0,V2,2.0,yes,yes,0,29,0,0.9505953788757324
V3,24.529007,V2,V2,3581.019541,V0,V4,2.0,V2,V0,4.0,V1,30.310218,none,V1,1.0,V1,1.0,none,no,0,29,0,0.9834856986999512
V3,11.483982,V2,V0,1615.85394,V3,V3,1.0,V1,V0,3.0,V0,27.981593,bank,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9596154689788818
V3,12.247323,V4,V3,1315.2789,V4,V1,2.0,V0,V0,4.0,V1,30.745209,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9484825134277344
V3,7.837074,V2,V2,2246.497906,V4,V2,2.0,V1,V0,4.0,V2,39.498788,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.9763719439506531
V0,18.241015,V2,V0,1653.523253,V0,V4,4.0,V2,V0,3.0,V0,37.475449,bank,V1,1.0,V2,1.0,yes,yes,0,29,0,0.5748653411865234
V3,15.273558,V2,V3,3909.86727,V0,V4,1.0,V1,V0,2.0,V2,26.070402,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9870320558547974
V1,54.789103,V4,V2,2564.276757,V1,V2,4.0,V2,V2,4.0,V2,32.526573,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.8169922828674316
V0,25.116298,V4,V2,3702.267444,V0,V3,2.0,V2,V0,1.0,V0,43.973646,none,V1,2.0,V3,1.0,yes,yes,0,29,0,0.9422503709793091
V1,32.837005,V2,V0,7510.270663,V0,V3,2.0,V2,V0,3.0,V1,29.425574,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.5155835747718811
V0,32.097003,V4,V2,6896.213012,V4,V2,2.0,V2,V0,2.0,V2,36.463928,none,V1,2.0,V2,2.0,yes,yes,0,29,0,0.7760109901428223
V3,5.656074,V2,V0,758.675388,V4,V2,4.0,V2,V2,4.0,V0,29.356394,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.9929618239402771
V3,11.93417,V2,V6,753.106417,V4,V2,4.0,V1,V0,1.0,V0,31.411574,none,V1,1.0,V2,2.0,none,yes,0,29,0,0.842850923538208
V0,43.016567,V2,V3,3096.091355,V0,V1,4.0,V1,V0,4.0,V2,29.031258,none,V1,1.0,V2,1.0,none,yes,0,29,1,0.7586333751678467
V0,5.53923,V2,V0,2204.610105,V0,V3,2.0,V2,V0,4.0,V2,28.638126,none,V1,1.0,V1,1.0,yes,yes,0,29,0,0.9279288053512573
V3,48.299612,V1,V6,9179.282113,V1,V3,4.0,V3,V0,3.0,V3,27.510908,stores,V2,1.0,V2,1.0,none,yes,0,29,0,0.78460294008255
V1,13.262519,V0,V3,2449.379654,V2,V1,4.0,V1,V0,1.0,V2,21.489913,stores,V0,2.0,V2,1.0,none,yes,0,29,1,0.9373890161514282
V2,8.140225,V2,V2,4343.438734,V1,V4,1.0,V2,V0,2.0,V1,38.051151,none,V1,1.0,V3,1.0,none,yes,0,29,0,0.9321106672286987
V3,32.539724,V2,V3,11541.147532,V4,V1,1.0,V2,V0,4.0,V3,26.383287,none,V1,1.0,V2,2.0,yes,yes,0,29,0,0.8857212066650391
V3,7.656565,V2,V1,1064.477355,V0,V1,3.0,V2,V0,1.0,V0,21.840805,none,V1,2.0,V1,1.0,none,yes,0,29,0,0.9845932722091675
V3,6.793357,V0,V1,802.163865,V2,V0,2.0,V3,V0,1.0,V0,28.82902,none,V1,1.0,V3,1.0,none,yes,0,29,0,0.9238457083702087
V1,17.534019,V2,V9,1094.289219,V1,V0,3.0,V1,V0,4.0,V2,73.107175,none,V0,1.0,V3,1.0,yes,yes,0,29,1,0.5339715480804443
V3,37.671146,V2,V2,10507.905766,V0,V2,3.0,V0,V0,4.0,V2,32.801497,none,V0,1.0,V2,1.0,yes,yes,0,29,0,0.5952811241149902
V0,9.891944,V2,V1,1486.681756,V0,V4,4.0,V3,V0,4.0,V0,27.687889,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.8893448114395142
V3,24.121142,V2,V3,1158.894938,V1,V4,1.0,V1,V0,4.0,V0,39.082678,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9648923277854919
V3,13.23422,V3,V9,2778.423848,V4,V2,3.0,V3,V1,2.0,V0,29.025601,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9076120257377625
V3,42.365636,V4,V3,4246.953197,V4,V2,4.0,V2,V0,2.0,V2,23.877855,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9731531739234924
V0,25.226924,V0,V9,3141.28175,V0,V4,3.0,V2,V0,3.0,V2,47.201638,none,V0,2.0,V2,2.0,none,yes,0,29,1,0.9516428709030151
V0,41.428409,V2,V9,2351.728334,V0,V4,4.0,V2,V0,4.0,V0,68.230703,none,V1,2.0,V2,2.0,yes,yes,0,29,1,0.7707298994064331
V0,38.817565,V2,V9,4354.940705,V0,V3,3.0,V2,V0,4.0,V2,25.242079,none,V1,1.0,V2,1.0,yes,yes,0,29,1,0.8108811974525452
V3,7.820447,V2,V0,1610.853863,V2,V1,4.0,V3,V0,4.0,V0,59.093409,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9262799024581909
V3,10.504934,V3,V0,1523.386771,V0,V1,3.0,V2,V0,1.0,V1,29.472764,none,V1,1.0,V2,2.0,none,no,0,29,0,0.9779338240623474
V0,12.176059,V2,V3,2840.858071,V0,V2,4.0,V1,V0,2.0,V2,23.526267,none,V1,1.0,V1,1.0,yes,yes,0,29,0,0.6057232618331909
V0,23.744679,V0,V6,2084.548826,V0,V2,2.0,V1,V0,2.0,V3,28.295866,none,V2,2.0,V2,1.0,none,yes,0,29,1,0.9777798652648926
V3,53.487312,V4,V2,6956.317444,V0,V1,4.0,V2,V0,1.0,V2,20.419126,bank,V1,1.0,V2,1.0,yes,yes,0,29,0,0.8312405347824097
V3,6.472969,V2,V0,669.036521,V4,V3,2.0,V1,V0,3.0,V2,32.089957,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.974777340888977
V1,9.06432,V2,V2,3621.15369,V0,V2,3.0,V2,V0,2.0,V1,37.987168,none,V1,1.0,V2,2.0,none,yes,0,29,0,0.7227178812026978
V0,12.169928,V2,V1,1896.536995,V4,V4,4.0,V2,V0,3.0,V0,47.847516,none,V0,1.0,V3,1.0,yes,yes,0,29,0,0.8685675263404846
V3,40.827041,V3,V1,4563.183723,V4,V3,4.0,V2,V0,4.0,V2,29.191997,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9116462469100952
V0,22.940666,V1,V3,2926.046801,V0,V2,3.0,V1,V0,2.0,V0,22.819886,bank,V1,2.0,V2,1.0,none,yes,0,29,1,0.9284818768501282
V0,52.981506,V0,V3,3350.082076,V2,V2,4.0,V1,V0,2.0,V2,34.290762,none,V1,2.0,V2,1.0,yes,yes,0,29,1,0.8604603409767151
V3,16.896062,V2,V0,3442.327476,V0,V2,2.0,V2,V0,2.0,V1,27.988532,bank,V0,1.0,V2,1.0,none,yes,0,29,0,0.8399555683135986
V1,9.749115,V2,V6,1480.133167,V2,V1,1.0,V2,V0,1.0,V0,34.253732,none,V0,1.0,V2,1.0,yes,yes,0,29,0,0.8497185111045837
V0,17.14808,V2,V2,1316.313273,V0,V3,3.0,V2,V0,4.0,V3,32.832799,none,V1,2.0,V2,1.0,none,yes,0,29,1,0.8471351265907288
V3,11.992699,V2,V9,1571.807817,V2,V3,3.0,V1,V0,3.0,V1,29.222886,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9345163106918335
V1,7.160178,V2,V9,1967.252637,V0,V4,2.0,V2,V0,4.0,V1,54.450119,none,V0,1.0,V1,1.0,none,yes,0,29,0,0.9273496866226196
V0,12.535787,V2,V9,850.820591,V0,V3,1.0,V1,V1,1.0,V0,28.550765,none,V0,2.0,V2,2.0,none,yes,0,29,1,0.8485548496246338
V1,23.937007,V4,V9,8290.20927,V4,V4,1.0,V1,V0,4.0,V1,37.373262,bank,V1,1.0,V2,1.0,none,yes,0,29,0,0.7136827707290649
V3,30.552203,V4,V0,8993.67842,V4,V4,4.0,V0,V0,4.0,V2,63.52901,none,V0,2.0,V2,1.0,none,yes,0,29,0,0.8460960984230042
V3,13.977307,V2,V3,889.113751,V4,V3,4.0,V1,V0,1.0,V2,27.754119,none,V1,1.0,V1,1.0,yes,yes,0,29,0,0.9797715544700623
V0,37.352423,V2,V2,4096.028351,V0,V3,4.0,V2,V0,4.0,V1,23.680996,none,V1,1.0,V2,1.0,none,yes,0,29,1,0.8193502426147461
V0,25.194885,V2,V2,2656.628884,V4,V1,4.0,V1,V0,2.0,V1,29.609119,none,V1,1.0,V3,1.0,yes,yes,0,29,1,0.619683027267456
V3,40.767123,V4,V0,2435.801475,V4,V3,4.0,V2,V0,4.0,V2,52.825415,bank,V1,2.0,V1,1.0,none,yes,0,29,0,0.9334535002708435
V3,20.566747,V1,V3,3722.30231,V0,V2,1.0,V1,V0,4.0,V2,53.868586,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.8657959699630737
V3,33.580199,V3,V3,8672.018143,V4,V4,2.0,V2,V0,4.0,V0,38.560862,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.9845699071884155
V1,11.576144,V0,V3,700.582393,V1,V1,4.0,V1,V0,2.0,V1,23.557151,none,V1,2.0,V2,1.0,none,no,0,29,1,0.7683156132698059
V2,24.847121,V2,V2,4908.927496,V0,V4,4.0,V2,V0,4.0,V0,51.781796,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9206280708312988
V1,25.11634,V2,V3,1268.798191,V0,V3,4.0,V3,V0,3.0,V0,27.687499,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.932693362236023
V0,24.056276,V2,V9,2507.458132,V0,V3,2.0,V2,V0,4.0,V2,25.638292,none,V1,1.0,V2,1.0,none,yes,0,29,1,0.6165373921394348
V0,25.289056,V0,V1,1549.651524,V0,V3,4.0,V2,V0,2.0,V2,44.934574,bank,V0,1.0,V2,1.0,yes,yes,0,29,1,0.6009420156478882
V3,19.366205,V4,V3,1238.229603,V0,V3,4.0,V3,V0,3.0,V0,21.735318,stores,V1,1.0,V1,1.0,none,yes,0,29,0,0.6830588579177856
V0,19.645073,V2,V0,4128.090002,V1,V3,2.0,V1,V0,4.0,V2,21.271955,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.5848657488822937
V1,12.473796,V2,V0,2482.011918,V0,V3,2.0,V2,V0,2.0,V1,35.607212,none,V1,1.0,V3,1.0,none,yes,0,29,0,0.7832418084144592
V3,46.164217,V2,V0,12649.634447,V0,V4,3.0,V1,V0,4.0,V2,23.124031,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.8884944915771484
V0,18.987941,V2,V3,2846.987399,V0,V1,4.0,V1,V1,2.0,V3,39.586723,none,V1,1.0,V2,1.0,yes,yes,0,29,1,0.6647533178329468
V1,12.11924,V2,V1,1671.175885,V0,V3,4.0,V2,V0,3.0,V1,33.158907,none,V1,2.0,V2,1.0,yes,yes,0,29,0,0.9611623883247375
V3,11.374305,V4,V0,940.807253,V4,V3,3.0,V2,V0,2.0,V1,25.633678,none,V1,2.0,V2,2.0,yes,yes,0,29,0,0.9761647582054138
V0,35.016921,V2,V1,3609.296803,V0,V4,3.0,V2,V0,4.0,V3,37.467285,none,V2,1.0,V1,1.0,none,yes,0,29,0,0.7080506086349487
V3,7.073545,V2,V3,2515.706984,V1,V1,2.0,V2,V0,4.0,V1,34.261102,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.965255081653595
V3,23.928509,V3,V0,1613.064183,V1,V2,4.0,V0,V0,4.0,V0,29.433042,none,V1,2.0,V3,1.0,none,yes,0,29,0,0.7447073459625244
V1,25.109696,V2,V2,3059.149868,V0,V4,4.0,V2,V0,2.0,V3,31.816105,none,V2,1.0,V2,1.0,yes,yes,0,29,0,0.8056173920631409
V3,52.964088,V4,V0,4117.563836,V0,V2,2.0,V2,V0,2.0,V0,35.887015,none,V0,2.0,V2,1.0,none,yes,0,29,0,0.9472631216049194
V2,51.140075,V2,V0,4011.541101,V0,V2,2.0,V1,V0,3.0,V0,20.984528,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.6668388247489929
V1,7.444665,V2,V3,797.615974,V0,V4,4.0,V2,V0,2.0,V1,33.08826,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.928455650806427
V3,25.356091,V4,V0,6417.113053,V4,V0,2.0,V2,V0,4.0,V2,27.468483,none,V1,2.0,V3,1.0,yes,yes,0,29,0,0.9742677807807922
V1,23.876044,V0,V3,4280.963892,V0,V2,2.0,V2,V0,4.0,V2,26.476617,none,V1,2.0,V2,2.0,none,yes,0,29,1,0.6844237446784973
V3,42.832984,V4,V3,2607.24686,V3,V2,4.0,V2,V0,3.0,V2,21.840836,bank,V0,2.0,V2,2.0,yes,yes,0,29,0,0.8752026557922363
V1,19.285793,V3,V6,2063.610608,V1,V3,4.0,V3,V0,3.0,V2,28.200136,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.7734925746917725
V0,12.056507,V4,V4,1800.454871,V0,V4,4.0,V2,V0,4.0,V3,28.281936,none,V2,2.0,V2,1.0,none,yes,0,29,0,0.7898170948028564
V2,7.061387,V0,V3,3755.289939,V4,V4,4.0,V2,V0,4.0,V1,34.395807,bank,V1,3.0,V2,1.0,none,yes,0,29,0,0.9671876430511475
V1,25.051037,V4,V3,3066.176378,V0,V4,3.0,V2,V0,4.0,V3,39.300549,bank,V2,2.0,V2,2.0,yes,yes,0,29,0,0.6967886686325073
V0,24.046684,V0,V5,862.950949,V0,V2,4.0,V1,V2,2.0,V0,21.862772,bank,V0,2.0,V1,1.0,none,yes,0,29,1,0.9468350410461426
V1,17.060929,V2,V3,3030.377736,V4,V3,4.0,V3,V0,3.0,V2,20.705289,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9371294379234314
V0,24.400701,V1,V0,1071.527779,V0,V1,4.0,V1,V0,1.0,V0,28.100061,none,V1,2.0,V2,1.0,none,yes,0,29,1,0.9708124399185181
V1,19.99283,V2,V9,15934.970408,V0,V1,3.0,V1,V0,3.0,V2,25.309271,none,V0,1.0,V0,1.0,none,yes,0,29,1,0.6218392252922058
V3,8.946669,V2,V0,1646.213345,V4,V3,4.0,V2,V0,1.0,V1,30.290592,bank,V0,1.0,V3,1.0,yes,yes,0,29,0,0.9530961513519287
V3,32.126729,V2,V9,3209.278094,V0,V4,4.0,V1,V0,4.0,V2,38.43937,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9059986472129822
V3,24.047038,V2,V3,2349.6798,V4,V1,4.0,V2,V0,1.0,V2,33.838724,none,V1,1.0,V2,1.0,none,no,0,29,0,0.9973984956741333
V3,6.21412,V4,V9,1134.902496,V0,V3,2.0,V2,V0,3.0,V0,34.298124,none,V1,1.0,V2,2.0,none,yes,0,29,0,0.9944057464599609
V1,17.035087,V2,V3,5434.161592,V1,V2,2.0,V1,V0,2.0,V2,40.698823,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.8729995489120483
V3,45.049699,V2,V2,6027.016404,V0,V2,3.0,V3,V0,2.0,V2,25.887784,none,V0,1.0,V2,1.0,none,no,0,29,0,0.948142409324646
V2,15.605617,V2,V2,2477.463423,V1,V4,4.0,V3,V0,1.0,V2,55.422176,none,V1,1.0,V3,1.0,yes,yes,0,29,0,0.9211907982826233
V0,11.23005,V4,V3,1281.456521,V0,V1,2.0,V1,V0,2.0,V2,34.889613,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.6685975790023804
V1,6.80163,V2,V1,764.00385,V1,V3,4.0,V2,V0,4.0,V2,31.925054,stores,V1,1.0,V1,2.0,none,yes,0,29,0,0.8769055008888245
V1,24.203756,V2,V9,3892.603252,V0,V2,4.0,V3,V0,4.0,V1,23.127128,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.6063385009765625
V2,11.744566,V2,V2,5327.494912,V3,V3,1.0,V1,V0,1.0,V3,41.806572,none,V2,1.0,V1,1.0,none,yes,0,29,0,0.8363156318664551
V3,36.758942,V4,V1,2126.929279,V1,V1,3.0,V2,V0,4.0,V2,40.614178,none,V0,1.0,V2,1.0,none,yes,0,29,0,0.8900514841079712
V3,13.96019,V3,V3,816.711973,V1,V3,4.0,V2,V0,1.0,V3,33.196405,bank,V2,2.0,V2,2.0,none,yes,0,29,0,0.8884347677230835
V3,16.807622,V3,V3,3420.281557,V4,V0,2.0,V1,V0,2.0,V2,62.389929,none,V0,1.0,V3,1.0,yes,yes,0,29,0,0.921574592590332
V2,16.992553,V2,V2,2633.36671,V0,V3,2.0,V2,V0,4.0,V1,41.498336,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.8732924461364746
V3,24.784944,V4,V8,3536.148809,V2,V3,3.0,V2,V0,2.0,V2,27.91277,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9448273777961731
V0,18.463908,V2,V2,1674.836271,V4,V3,4.0,V1,V0,2.0,V0,22.544685,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.623810887336731
V1,10.682259,V2,V9,1458.99108,V0,V1,2.0,V1,V0,1.0,V0,22.119565,none,V1,1.0,V1,1.0,none,yes,0,29,1,0.7520971894264221
V0,12.116894,V3,V2,1487.622076,V0,V3,1.0,V1,V0,2.0,V2,23.523359,none,V1,1.0,V2,1.0,yes,yes,0,29,1,0.513555645942688
V3,11.900449,V4,V0,3689.603,V2,V2,2.0,V2,V0,2.0,V1,35.570235,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9900623559951782
V3,12.083589,V0,V2,920.691714,V2,V3,4.0,V2,V0,4.0,V0,33.822972,none,V1,1.0,V2,1.0,yes,yes,0,29,0,0.9190549254417419
V0,32.252532,V2,V0,823.39808,V4,V3,4.0,V2,V0,2.0,V2,25.244334,none,V1,1.0,V1,1.0,none,yes,0,29,1,0.8784512877464294
V0,23.397155,V4,V4,1416.224904,V0,V4,3.0,V2,V0,4.0,V2,40.767446,none,V1,2.0,V2,2.0,yes,yes,0,29,0,0.6238834857940674
V1,12.281233,V2,V3,2266.823074,V1,V4,3.0,V2,V0,4.0,V0,38.776288,bank,V0,1.0,V2,1.0,yes,yes,0,29,0,0.8384955525398254
V3,10.78578,V2,V2,1826.989145,V0,V2,4.0,V2,V0,3.0,V3,38.694368,none,V2,1.0,V1,1.0,none,yes,0,29,0,0.9160161018371582
V0,25.57183,V2,V0,1649.597245,V4,V1,4.0,V2,V0,2.0,V3,23.199134,none,V2,1.0,V1,1.0,none,yes,0,29,1,0.8405301570892334
V1,12.31361,V4,V1,1623.436743,V3,V1,4.0,V1,V0,4.0,V3,30.70202,none,V2,2.0,V2,1.0,none,yes,0,29,0,0.922550618648529
V3,50.176928,V4,V3,4848.753571,V0,V1,2.0,V2,V0,2.0,V2,27.787205,none,V1,2.0,V2,2.0,none,yes,0,29,0,0.9705692529678345
V1,11.896556,V4,V0,1409.45806,V4,V1,4.0,V0,V0,2.0,V0,32.314904,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.8961101770401001
V3,11.683366,V2,V0,2149.123775,V4,V2,2.0,V1,V0,2.0,V2,27.162686,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9141567945480347
V0,24.505192,V0,V0,1719.328176,V0,V1,4.0,V1,V0,2.0,V2,40.192987,none,V1,2.0,V1,1.0,none,yes,0,29,1,0.9239315390586853
V0,24.208181,V2,V10,2655.6108,V0,V2,3.0,V1,V0,3.0,V0,32.517758,none,V1,1.0,V2,1.0,none,yes,0,29,1,0.7731114029884338
V3,25.629031,V2,V3,2331.145528,V0,V2,4.0,V2,V0,2.0,V0,22.598489,none,V0,1.0,V2,2.0,yes,yes,0,29,0,0.8883158564567566
V3,8.867073,V4,V0,1930.244267,V0,V2,2.0,V2,V0,4.0,V1,48.688356,none,V1,2.0,V2,1.0,none,yes,0,29,0,0.9732300639152527
V3,9.229218,V4,V0,1448.684697,V4,V4,4.0,V2,V0,4.0,V2,59.576941,none,V1,1.0,V1,1.0,yes,yes,0,29,0,0.9813010096549988
V3,7.44631,V4,V9,3542.724116,V3,V3,1.0,V2,V0,3.0,V2,27.713677,none,V1,2.0,V2,2.0,none,yes,0,29,0,0.9675907492637634
V2,17.53724,V0,V1,2055.129089,V0,V2,2.0,V1,V0,2.0,V2,25.769643,none,V1,1.0,V2,1.0,yes,yes,0,29,1,0.6970849633216858
V0,19.200507,V3,V0,1418.903058,V0,V1,4.0,V1,V0,2.0,V0,29.065938,stores,V1,1.0,V0,1.0,yes,yes,0,29,1,0.9182651042938232
V1,11.886796,V0,V3,2902.519682,V0,V2,2.0,V1,V0,2.0,V3,21.799898,bank,V2,2.0,V2,1.0,none,yes,0,29,1,0.7291566729545593
V0,25.088881,V2,V3,3644.78535,V1,V3,2.0,V2,V1,4.0,V2,27.530129,none,V0,1.0,V2,1.0,none,yes,0,29,1,0.7533851265907288
V3,24.66706,V2,V9,2920.282945,V1,V2,4.0,V2,V0,3.0,V2,39.8565,none,V1,1.0,V1,1.0,none,yes,0,29,0,0.9428537487983704
V0,9.459593,V4,V0,949.996819,V2,V2,4.0,V2,V0,4.0,V0,32.698635,none,V1,2.0,V1,2.0,none,yes,0,29,0,0.9791286587715149
V1,32.90945,V2,V0,3594.573184,V3,V1,4.0,V3,V0,4.0,V3,21.984887,none,V1,1.0,V0,1.0,none,yes,0,29,1,0.752964973449707
V3,14.644283,V4,V3,4335.240281,V0,V0,3.0,V0,V0,2.0,V0,52.427089,stores,V1,2.0,V0,1.0,none,yes,0,29,0,0.9369088411331177
V1,17.368703,V2,V3,1224.324618,V0,V4,4.0,V2,V1,4.0,V0,27.922651,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.5934226512908936
V0,19.586783,V4,V3,1467.869578,V2,V4,4.0,V0,V0,3.0,V1,56.07576,none,V2,2.0,V2,1.0,none,yes,0,29,0,0.697572648525238
V3,13.761296,V2,V2,2045.940528,V2,V4,1.0,V2,V0,2.0,V1,41.91962,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9427974224090576
V1,6.955181,V2,V3,3765.306138,V4,V4,1.0,V2,V0,4.0,V2,31.359476,none,V1,1.0,V2,1.0,none,yes,0,29,0,0.9704263210296631
V3,16.627617,V2,V3,1448.301311,V4,V4,4.0,V2,V0,3.0,V3,50.139754,none,V2,2.0,V2,1.0,yes,yes,0,29,0,0.9653576016426086
V1,11.550514,V0,V3,1542.090786,V0,V4,4.0,V1,V0,4.0,V2,30.003012,bank,V1,2.0,V3,1.0,yes,no,0,29,1,0.5978550314903259
V0,11.600684,V1,V0,1188.463188,V0,V1,4.0,V1,V0,4.0,V3,32.712561,bank,V1,1.0,V1,1.0,none,yes,0,29,1,0.9773304462432861
V1,13.652182,V4,V3,2370.546107,V1,V2,3.0,V2,V0,2.0,V1,34.334421,none,V0,2.0,V2,1.0,yes,yes,0,29,0,0.878838837146759
V3,43.846471,V4,V9,10635.832726,V0,V3,2.0,V1,V0,3.0,V3,20.680931,stores,V2,1.0,V1,1.0,yes,yes,0,29,0,0.7691125273704529
